"Number","Start date","Start station number","Start station","End date","End station number","End station","Bike number","Bike model","Total duration","Total duration (ms)"
"158446861","2026-05-31 21:32","200218","Addison Road, Holland Park","2026-05-31 21:46","200110","Bishop's Bridge Road West, Bayswater","35718","CLASSIC","14m 24s","864786"
"158446862","2026-05-31 21:32","200244","Hollybush Gardens, Bethnal Green","2026-05-31 21:37","200083","Pritchard's Road, Bethnal Green","50423","CLASSIC","5m 29s","329351"
"158446863","2026-05-31 21:32","022174","Granby Street, Shoreditch","2026-06-01 00:36","022174","Granby Street, Shoreditch","60364","PBSC_EBIKE","3h 4m 40s","11080989"
"158446864","2026-05-31 21:32","300008","Normand Park, West Kensington","2026-05-31 21:41","200214","Woodstock Grove, Shepherd's Bush","57599","CLASSIC","9m 34s","574126"
"158446865","2026-05-31 21:32","002686","Royal College Street, Camden Town","2026-05-31 21:35","200105","Bonny Street, Camden Town","52663","CLASSIC","3m 14s","194263"
"158446866","2026-05-31 21:32","200120","Grant Road East, Clapham Junction","2026-05-31 21:51","300028","Everington Street, Fulham","57893","CLASSIC","18m 29s","1109748"
"158446867","2026-05-31 21:32","001128","Westbourne Green, Westbourne","2026-05-31 21:44","001027","Warwick Avenue Station, Maida Vale","20767","CLASSIC","11m 50s","710588"
"158446868","2026-05-31 21:32","001036","Crawford Street, Marylebone","2026-05-31 21:45","001041","Westbourne Grove, Bayswater","90891","CLASSIC","12m 44s","764515"
"158446869","2026-05-31 21:32","001036","Crawford Street, Marylebone","2026-05-31 21:45","001041","Westbourne Grove, Bayswater","41644","CLASSIC","12m 56s","776061"
"158446870","2026-05-31 21:32","001092","Moorfields, Moorgate","2026-05-31 21:33","001092","Moorfields, Moorgate","58093","CLASSIC","1m 1s","61808"
"158446872","2026-05-31 21:32","002648","Waterloo Bridge, South Bank","2026-05-31 21:45","001189","Long Lane , Bermondsey","59118","CLASSIC","12m 6s","726517"
"158446873","2026-05-31 21:32","001004","Doric Way , Somers Town","2026-05-31 21:46","003423","Maida Vale, Maida Vale","60347","PBSC_EBIKE","13m 23s","803013"
"158446874","2026-05-31 21:32","200227","Westfield Library Corner, Shepherd's Bush","2026-05-31 22:13","200213","Durant Street, Bethnal Green","63318","PBSC_EBIKE","40m 47s","2447659"
"158446875","2026-05-31 21:32","300008","Normand Park, West Kensington","2026-05-31 21:46","001180","Bourne Street, Belgravia","59224","CLASSIC","13m 42s","822965"
"158446876","2026-05-31 21:33","300031","Islington Green, Angel","2026-05-31 21:45","001010","Cartwright Gardens , Bloomsbury","64134","PBSC_EBIKE","12m 38s","758793"
"158446877","2026-05-31 21:33","300021","Podium, Queen Elizabeth Olympic Park","2026-05-31 21:45","200167","Twig Folly Bridge, Mile End","62183","PBSC_EBIKE","12m 4s","724052"
"158446838","2026-05-31 21:31","200018","Spindrift Avenue, Millwall","2026-05-31 21:39","200163","Jubilee Plaza, Canary Wharf","62123","PBSC_EBIKE","8m 34s","514988"
"158446839","2026-05-31 21:31","200202","Storey's Gate, Westminster","2026-05-31 21:43","003465","Eccleston Place, Victoria","55425","CLASSIC","12m 8s","728407"
"158446840","2026-05-31 21:31","001128","Westbourne Green, Westbourne","2026-05-31 21:36","300236","Bevington Road West, North Kensington","59989","CLASSIC","5m 43s","343071"
"158446841","2026-05-31 21:31","002694","Clapham Common Station, Clapham Common","2026-05-31 21:46","001174","Alderney Street, Pimlico","59662","CLASSIC","15m 7s","907069"
"158446842","2026-05-31 21:31","022174","Granby Street, Shoreditch","2026-05-31 21:31","022174","Granby Street, Shoreditch","64172","PBSC_EBIKE","42s","42391"
"158446843","2026-05-31 21:31","000966","New Kent Road, The Borough","2026-05-31 22:45","000966","New Kent Road, The Borough","63094","PBSC_EBIKE","1h 14m 0s","4440693"
"158446844","2026-05-31 21:31","300093","Park Lane, Mayfair","2026-05-31 21:57","200197","Barons Court Station, West Kensington","58584","CLASSIC","25m 53s","1553952"
"158446845","2026-05-31 21:31","200129","Charlotte Terrace, Angel","2026-05-31 21:49","300081","Haggerston Road, Haggerston","63476","PBSC_EBIKE","18m 23s","1103854"
"158446846","2026-05-31 21:31","022174","Granby Street, Shoreditch","2026-05-31 21:32","022174","Granby Street, Shoreditch","35113","CLASSIC","1m 17s","77731"
"158446847","2026-05-31 21:31","200129","Charlotte Terrace, Angel","2026-05-31 21:49","300081","Haggerston Road, Haggerston","62078","PBSC_EBIKE","18m 7s","1087491"
"158446848","2026-05-31 21:31","200129","Charlotte Terrace, Angel","2026-05-31 22:13","000974","Guilford Street , Bloomsbury","60436","PBSC_EBIKE","41m 44s","2504836"
"158446849","2026-05-31 21:31","200175","Wandsworth Rd, Isley Court, Wandsworth Road","2026-05-31 21:52","001106","Rampayne Street, Pimlico","63153","PBSC_EBIKE","21m 11s","1271343"
"158446854","2026-05-31 21:31","200054","Jubilee Crescent, Cubitt Town","2026-05-31 21:37","200004","Lightermans Road, Millwall","51450","CLASSIC","6m 18s","378129"
"158446855","2026-05-31 21:31","001028","William IV Street, Strand","2026-05-31 21:46","001142","Tooley Street, Bermondsey","59578","CLASSIC","14m 47s","887015"
"158446856","2026-05-31 21:31","200112","Cadogan Close, Victoria Park","2026-05-31 21:56","200143","Lancaster Drive, Blackwall","62871","PBSC_EBIKE","24m 30s","1470867"
"158446857","2026-05-31 21:31","300233","Aquatic Centre, Queen Elizabeth Olympic Park","2026-05-31 22:10","001127","Risinghill Street, Angel","56407","CLASSIC","38m 26s","2306767"
"158446858","2026-05-31 21:32","200025","London Fields, Hackney Central","2026-05-31 21:36","300081","Haggerston Road, Haggerston","24264","CLASSIC","4m 51s","291937"
"158446859","2026-05-31 21:32","001150","Queensway, Kensington Gardens","2026-05-31 21:36","001173","Gloucester Terrace, Bayswater","54317","CLASSIC","4m 44s","284874"
"158446825","2026-05-31 21:30","300079","London Street, Paddington","2026-05-31 21:40","001114","Pont Street, Knightsbridge","58353","CLASSIC","10m 51s","651211"
"158446826","2026-05-31 21:30","300027","Mile End Park Leisure Centre, Mile End","2026-05-31 22:20","200143","Lancaster Drive, Blackwall","64051","PBSC_EBIKE","49m 56s","2996360"
"158446827","2026-05-31 21:30","200079","Ram Street, Wandsworth","2026-05-31 21:39","200126","Usk Road, Clapham Junction","57216","CLASSIC","9m 14s","554798"
"158446829","2026-05-31 21:30","001202","Wellington Street , Strand","2026-05-31 21:37","003504","Moor Street, Soho","63175","PBSC_EBIKE","6m 34s","394433"
"158446830","2026-05-31 21:30","022159","Ebury Bridge, Pimlico","2026-05-31 21:53","200120","Grant Road East, Clapham Junction","56367","CLASSIC","22m 17s","1337272"
"158446831","2026-05-31 21:30","001007","Drury Lane, Covent Garden","2026-05-31 21:45","001189","Long Lane , Bermondsey","24236","CLASSIC","14m 46s","886801"
"158446832","2026-05-31 21:30","000959","Milroy Walk, South Bank","2026-05-31 21:52","001189","Long Lane , Bermondsey","57134","CLASSIC","21m 11s","1271717"
"158446833","2026-05-31 21:30","001050","Park Road (Baker Street), The Regent's Park","2026-05-31 21:46","000974","Guilford Street , Bloomsbury","21433","CLASSIC","15m 54s","954260"
"158446834","2026-05-31 21:30","001050","Park Road (Baker Street), The Regent's Park","2026-05-31 21:46","000974","Guilford Street , Bloomsbury","59481","CLASSIC","16m 5s","965259"
"158446835","2026-05-31 21:30","001133","Baylis Road, Waterloo","2026-05-31 21:40","010624","Strata, Elephant & Castle","35395","CLASSIC","9m 0s","540916"
"158446836","2026-05-31 21:31","001006","Percy Street, Bloomsbury","2026-05-31 21:44","200026","Greenland Road, Camden Town","35053","CLASSIC","13m 49s","829795"
"158446837","2026-05-31 21:31","200238","Westferry DLR, Limehouse","2026-05-31 22:30","022173","Old Ford Road, Bethnal Green","60622","PBSC_EBIKE","59m 12s","3552875"
"158446810","2026-05-31 21:29","002699","Snow Hill, Farringdon","2026-05-31 21:36","300237","Tate Modern, Bankside","54569","CLASSIC","6m 53s","413666"
"158446811","2026-05-31 21:29","002636","Prince Albert Road, The Regent's Park","2026-05-31 21:32","001091","St. John's Wood Church, The Regent's Park","52877","CLASSIC","3m 36s","216959"
"158446812","2026-05-31 21:29","200218","Addison Road, Holland Park","2026-05-31 21:46","200110","Bishop's Bridge Road West, Bayswater","57328","CLASSIC","17m 23s","1043147"
"158446813","2026-05-31 21:29","300206","Saltoun Road, Brixton","2026-05-31 21:52","300050","Walworth Square, Walworth","53257","CLASSIC","22m 46s","1366826"
"158446814","2026-05-31 21:29","300206","Saltoun Road, Brixton","2026-05-31 21:52","300050","Walworth Square, Walworth","55275","CLASSIC","22m 51s","1371725"
"158446815","2026-05-31 21:29","000976","Longford Street, The Regent's Park","2026-05-31 21:38","002635","Agar Grove, Camden Town","61153","PBSC_EBIKE","9m 28s","568471"
"158446816","2026-05-31 21:29","300093","Park Lane, Mayfair","2026-05-31 21:30","300093","Park Lane, Mayfair","22103","CLASSIC","1m 19s","79139"
"158446817","2026-05-31 21:29","000976","Longford Street, The Regent's Park","2026-05-31 21:39","002635","Agar Grove, Camden Town","64062","PBSC_EBIKE","9m 27s","567901"
"158446818","2026-05-31 21:29","003504","Moor Street, Soho","2026-05-31 22:02","003504","Moor Street, Soho","53870","CLASSIC","32m 25s","1945898"
"158446819","2026-05-31 21:29","001018","Phillimore Gardens, Kensington","2026-05-31 21:37","001172","Queen's Gate (South), South Kensington","57576","CLASSIC","7m 41s","461090"
"158446820","2026-05-31 21:29","003444","Penywern Road, Earl's Court","2026-05-31 22:19","003444","Penywern Road, Earl's Court","55394","CLASSIC","50m 2s","3002562"
"158446821","2026-05-31 21:29","200160","Langdon Park, Poplar","2026-05-31 21:54","200127","East India DLR, Blackwall","51635","CLASSIC","24m 42s","1482457"
"158446822","2026-05-31 21:29","200238","Westferry DLR, Limehouse","2026-05-31 22:29","022173","Old Ford Road, Bethnal Green","62547","PBSC_EBIKE","1h 0m 8s","3608353"
"158446823","2026-05-31 21:29","200092","Mudchute DLR, Cubitt Town","2026-05-31 21:42","200163","Jubilee Plaza, Canary Wharf","57914","CLASSIC","13m 1s","781761"
"158446824","2026-05-31 21:29","200160","Langdon Park, Poplar","2026-05-31 21:54","200127","East India DLR, Blackwall","51261","CLASSIC","24m 9s","1449026"
"158446800","2026-05-31 21:28","200174","Mostyn Grove, Bow","2026-05-31 21:41","003430","Central House, Aldgate","56425","CLASSIC","13m 15s","795361"
"158446801","2026-05-31 21:28","200014","Gunmakers Lane, Old Ford","2026-05-31 21:41","200064","Regent's Row , Haggerston","51748","CLASSIC","13m 29s","809062"
"158446802","2026-05-31 21:28","300205","Cromer Street, Bloomsbury","2026-05-31 22:35","001019","Ampton Street , Clerkenwell","52653","CLASSIC","1h 7m 14s","4034039"
"158446803","2026-05-31 21:28","001213","Curlew Street, Shad Thames","2026-05-31 21:34","300061","Crimscott Street, Bermondsey","54130","CLASSIC","5m 28s","328234"
"158446804","2026-05-31 21:28","001213","Curlew Street, Shad Thames","2026-05-31 21:56","200246","Eagle Wharf Road, Hoxton","52646","CLASSIC","28m 1s","1681403"
"158446805","2026-05-31 21:28","002637","Bermondsey Street, Bermondsey","2026-05-31 22:24","300004","Harris Academy, Bermondsey","64106","PBSC_EBIKE","55m 13s","3313582"
"158446806","2026-05-31 21:28","200018","Spindrift Avenue, Millwall","2026-05-31 21:41","200163","Jubilee Plaza, Canary Wharf","51834","CLASSIC","12m 31s","751247"
"158446807","2026-05-31 21:28","002703","Fire Brigade Pier, Vauxhall","2026-05-31 21:39","003452","Panton Street, West End","59434","CLASSIC","10m 39s","639811"
"158446808","2026-05-31 21:28","002636","Prince Albert Road, The Regent's Park","2026-05-31 21:32","001091","St. John's Wood Church, The Regent's Park","20559","CLASSIC","3m 53s","233227"
"158446809","2026-05-31 21:28","200069","Knaresborough Place, Earl's Court","2026-05-31 21:37","001150","Queensway, Kensington Gardens","60482","PBSC_EBIKE","8m 24s","504247"
"158446784","2026-05-31 21:27","200064","Regent's Row , Haggerston","2026-05-31 21:46","200193","Snowsfields, London Bridge","58119","CLASSIC","19m 27s","1167037"
"158446785","2026-05-31 21:27","300096","Tallis Street, Temple","2026-05-31 22:15","200081","Coomer Place, West Kensington","54617","CLASSIC","48m 4s","2884255"
"158446786","2026-05-31 21:27","010627","Grosvenor Square, Mayfair","2026-05-31 22:15","003482","Beaumont Street, Marylebone","50097","CLASSIC","48m 11s","2891894"
"158446787","2026-05-31 21:27","200003","Cheshire Street, Bethnal Green","2026-05-31 22:01","200135","Selby Street, Whitechapel","55579","CLASSIC","34m 14s","2054949"
"158446788","2026-05-31 21:27","003479","Old Brompton Road, South Kensington","2026-05-31 22:08","001053","Clerkenwell Green, Clerkenwell","55095","CLASSIC","40m 33s","2433903"
"158446789","2026-05-31 21:27","003479","Old Brompton Road, South Kensington","2026-05-31 22:08","001053","Clerkenwell Green, Clerkenwell","22865","CLASSIC","40m 33s","2433044"
"158446790","2026-05-31 21:27","300049","Aylward Street, Stepney","2026-05-31 21:38","300027","Mile End Park Leisure Centre, Mile End","54520","CLASSIC","11m 13s","673903"
"158446791","2026-05-31 21:27","002683","Millbank Tower, Pimlico","2026-05-31 22:11","300216","Gas Holders, Battersea Park","41768","CLASSIC","44m 11s","2651688"
"158446792","2026-05-31 21:27","300096","Tallis Street, Temple","2026-05-31 21:43","200053","Killick Street, King's Cross","35817","CLASSIC","16m 9s","969120"
"158446793","2026-05-31 21:27","000960","Hop Exchange, The Borough","2026-05-31 21:33","001082","Borough Road, Elephant & Castle","52242","CLASSIC","5m 49s","349988"
"158446794","2026-05-31 21:27","022164","Eaton Square (South), Belgravia","2026-05-31 21:48","300034","St. Mark's Road, North Kensington","64061","PBSC_EBIKE","21m 14s","1274450"
"158446795","2026-05-31 21:27","300090","Blenheim Crescent, Ladbroke Grove","2026-05-31 21:46","200237","Parson's Green , Parson's Green","62592","PBSC_EBIKE","18m 51s","1131848"
"158446796","2026-05-31 21:28","010627","Grosvenor Square, Mayfair","2026-05-31 22:16","003482","Beaumont Street, Marylebone","30096","CLASSIC","47m 58s","2878682"
"158446797","2026-05-31 21:27","001171","New Road 1 , Whitechapel","2026-05-31 21:45","001015","New Globe Walk, Bankside","57357","CLASSIC","17m 45s","1065502"
"158446798","2026-05-31 21:27","200123","Burdett Road, Mile End","2026-05-31 22:35","200123","Burdett Road, Mile End","55081","CLASSIC","1h 7m 57s","4077105"
"158446799","2026-05-31 21:27","002696","Waterloo Station 1, Waterloo","2026-05-31 21:36","001040","West Smithfield Rotunda, Farringdon","63305","PBSC_EBIKE","8m 13s","493970"
"158446771","2026-05-31 21:26","200134","Albany Street, The Regent's Park","2026-05-31 21:35","001005","Eversholt Street , Camden Town","51210","CLASSIC","9m 11s","551109"
"158446772","2026-05-31 21:26","200013","Aston Street, Stepney","2026-05-31 21:47","300226","Copper Box Arena, Queen Elizabeth Olympic Park","58324","CLASSIC","21m 24s","1284127"
"158446773","2026-05-31 21:26","200144","Sea Containers, South Bank","2026-05-31 21:32","300214","Blackfriars Road, Southwark","52935","CLASSIC","6m 13s","373311"
"158446774","2026-05-31 21:26","200144","Sea Containers, South Bank","2026-05-31 21:32","300214","Blackfriars Road, Southwark","63487","PBSC_EBIKE","6m 13s","373002"
"158446775","2026-05-31 21:26","000980","Malet Street, Bloomsbury","2026-05-31 21:36","022169","Wren Street, Holborn","35259","CLASSIC","10m 4s","604529"
"158446777","2026-05-31 21:26","010627","Grosvenor Square, Mayfair","2026-05-31 22:15","003482","Beaumont Street, Marylebone","23925","CLASSIC","48m 39s","2919902"
"158446778","2026-05-31 21:26","010627","Grosvenor Square, Mayfair","2026-05-31 22:15","003482","Beaumont Street, Marylebone","59728","CLASSIC","48m 36s","2916652"
"158446779","2026-05-31 21:26","200246","Eagle Wharf Road, Hoxton","2026-05-31 21:50","001090","Warren Street Station, Euston","56815","CLASSIC","23m 42s","1422905"
"158446780","2026-05-31 21:26","200047","Bethnal Green Garden, Bethnal Green","2026-05-31 21:40","200246","Eagle Wharf Road, Hoxton","63470","PBSC_EBIKE","14m 13s","853534"
"158446781","2026-05-31 21:26","001038","Harrington Square 1, Camden Town","2026-05-31 21:43","200072","Houndsditch, Aldgate","63180","PBSC_EBIKE","17m 10s","1030312"
"158446782","2026-05-31 21:26","200134","Albany Street, The Regent's Park","2026-05-31 21:35","001005","Eversholt Street , Camden Town","50994","CLASSIC","8m 20s","500994"
"158446783","2026-05-31 21:27","300231","Lambeth Palace Road, Waterloo","2026-05-31 21:42","300061","Crimscott Street, Bermondsey","58716","CLASSIC","15m 32s","932210"
"158446751","2026-05-31 21:25","300226","Copper Box Arena, Queen Elizabeth Olympic Park","2026-05-31 21:41","300011","Victoria Park Road, Hackney Central","57303","CLASSIC","16m 23s","983932"
"158446752","2026-05-31 21:25","300242","Allington Street, Victoria","2026-05-31 21:29","001103","Gloucester Street, Pimlico","57182","CLASSIC","4m 40s","280091"
"158446753","2026-05-31 21:25","001157","Black Lion Gate, Kensington Gardens","2026-05-31 21:48","001157","Black Lion Gate, Kensington Gardens","59886","CLASSIC","23m 4s","1384929"
